"account_id","district_id","frequency","date"
"2408","26","POPLATEK MESICNE","27/12/1996"
"2409","76","POPLATEK MESICNE","13/2/1996"
"2410","54","POPLATEK MESICNE","11/5/1993"
"2411","69","POPLATEK MESICNE","27/6/1993"
"2413","33","POPLATEK MESICNE","27/10/1997"
"2414","1","POPLATEK MESICNE","19/1/1995"
"2415","16","POPLATEK MESICNE","27/2/1997"
"2416","5","POPLATEK MESICNE","23/1/1996"
"2417","44","POPLATEK MESICNE","20/8/1993"
"2418","64","POPLATEK MESICNE","29/10/1996"
"2419","24","POPLATEK MESICNE","27/11/1993"
"2420","35","POPLATEK MESICNE","25/6/1996"
"2421","18","POPLATEK MESICNE","11/1/1995"
"2422","27","POPLATEK MESICNE","29/8/1997"
"2423","30","POPLATEK MESICNE","14/2/1993"
"2424","1","POPLATEK MESICNE","13/10/1995"
"2425","41","POPLATEK MESICNE","23/1/1993"
"2427","70","POPLATEK TYDNE","8/10/1993"
"2428","72","POPLATEK MESICNE","8/9/1993"
"2429","61","POPLATEK MESICNE","6/2/1993"
"2430","3","POPLATEK MESICNE","9/10/1994"
"2431","74","POPLATEK MESICNE","23/2/1995"
"2432","8","POPLATEK MESICNE","18/4/1996"
"2433","71","POPLATEK MESICNE","19/2/1993"
"2434","17","POPLATEK MESICNE","2/2/1993"
"2435","38","POPLATEK MESICNE","1/11/1993"
"2436","67","POPLATEK MESICNE","25/5/1993"
"2437","1","POPLATEK MESICNE","4/12/1995"
"2438","71","POPLATEK MESICNE","16/11/1997"
"2439","74","POPLATEK MESICNE","13/8/1996"
"2440","19","POPLATEK MESICNE","18/12/1997"
"2441","47","POPLATEK MESICNE","22/12/1996"
"2442","14","POPLATEK MESICNE","21/8/1997"
"2443","46","POPLATEK MESICNE","25/6/1997"
"2444","76","POPLATEK MESICNE","7/9/1997"
"2445","52","POPLATEK MESICNE","7/7/1996"
"2446","3","POPLATEK MESICNE","16/1/1995"
"2447","38","POPLATEK MESICNE","14/7/1997"
"2448","23","POPLATEK MESICNE","11/5/1997"
"2449","23","POPLATEK MESICNE","5/8/1997"
"2450","48","POPLATEK MESICNE","10/4/1996"
"2451","54","POPLATEK MESICNE","29/4/1997"
"2452","1","POPLATEK MESICNE","14/7/1997"
"2453","1","POPLATEK MESICNE","8/3/1993"
"2454","8","POPLATEK MESICNE","7/5/1994"
"2455","30","POPLATEK MESICNE","6/2/1997"
"2456","65","POPLATEK MESICNE","9/9/1995"
"2457","76","POPLATEK MESICNE","11/11/1993"
"2458","40","POPLATEK TYDNE","14/3/1993"
"2459","55","POPLATEK MESICNE","10/9/1997"
"2460","1","POPLATEK MESICNE","22/11/1993"
"2461","1","POPLATEK MESICNE","28/9/1997"
"2463","56","POPLATEK MESICNE","11/10/1994"
"2464","33","POPLATEK PO OBRATU","2/7/1993"
"2465","57","POPLATEK MESICNE","6/10/1996"
"2466","39","POPLATEK MESICNE","11/4/1997"
"2467","33","POPLATEK MESICNE","29/5/1993"
"2468","4","POPLATEK MESICNE","13/7/1996"
"2469","11","POPLATEK MESICNE","5/2/1996"
"2470","16","POPLATEK MESICNE","23/7/1994"
"2471","6","POPLATEK MESICNE","3/7/1994"
"2472","60","POPLATEK MESICNE","8/2/1994"
"2473","14","POPLATEK MESICNE","16/2/1996"
"2474","33","POPLATEK MESICNE","20/4/1996"
"2475","17","POPLATEK MESICNE","13/10/1996"
"2476","32","POPLATEK MESICNE","12/12/1993"
"2477","11","POPLATEK MESICNE","11/2/1997"
"2479","18","POPLATEK MESICNE","9/10/1993"
"2480","35","POPLATEK MESICNE","7/9/1997"
"2481","1","POPLATEK MESICNE","28/10/1995"
"2482","1","POPLATEK MESICNE","23/2/1994"
"2483","1","POPLATEK MESICNE","29/9/1996"
"2484","74","POPLATEK MESICNE","3/1/1993"
"2485","41","POPLATEK MESICNE","18/8/1997"
"2486","1","POPLATEK MESICNE","27/2/1993"
"2487","42","POPLATEK MESICNE","22/10/1995"
"2488","5","POPLATEK MESICNE","6/4/1993"
"2489","72","POPLATEK MESICNE","9/3/1993"
"2490","22","POPLATEK MESICNE","21/2/1995"
"2491","76","POPLATEK MESICNE","1/3/1996"
"2492","73","POPLATEK MESICNE","1/9/1997"
"2493","62","POPLATEK MESICNE","29/3/1993"
"2494","74","POPLATEK MESICNE","23/4/1994"
"2495","70","POPLATEK MESICNE","19/3/1997"
"2496","51","POPLATEK MESICNE","21/5/1994"
"2497","65","POPLATEK MESICNE","16/3/1993"
"2498","40","POPLATEK MESICNE","1/3/1996"
"2499","2","POPLATEK MESICNE","8/2/1996"
"2500","61","POPLATEK MESICNE","26/10/1995"
"2501","30","POPLATEK MESICNE","26/2/1994"
"2502","32","POPLATEK MESICNE","21/10/1996"
"2503","1","POPLATEK MESICNE","5/3/1993"
"2504","16","POPLATEK MESICNE","9/12/1993"
"2505","60","POPLATEK MESICNE","16/5/1996"
"2506","22","POPLATEK PO OBRATU","12/7/1996"
"2507","62","POPLATEK MESICNE","28/12/1996"
"2508","34","POPLATEK MESICNE","14/3/1993"
"2509","43","POPLATEK MESICNE","13/6/1997"
"2510","61","POPLATEK MESICNE","28/8/1993"
"2511","40","POPLATEK MESICNE","1/5/1994"
"2513","70","POPLATEK MESICNE","22/7/1993"
"2514","16","POPLATEK MESICNE","13/8/1995"
"2515","64","POPLATEK MESICNE","24/10/1995"
"2516","6","POPLATEK MESICNE","16/11/1995"
"2517","55","POPLATEK PO OBRATU","10/11/1996"
"2519","4","POPLATEK MESICNE","15/1/1993"
"2520","18","POPLATEK MESICNE","25/7/1995"
"2521","63","POPLATEK MESICNE","19/5/1995"
"2522","36","POPLATEK MESICNE","21/1/1996"
"2523","10","POPLATEK MESICNE","11/5/1993"
"2524","1","POPLATEK MESICNE","19/12/1994"
"2525","45","POPLATEK MESICNE","8/5/1995"
"2526","16","POPLATEK MESICNE","4/7/1996"
"2527","38","POPLATEK MESICNE","19/3/1993"
"2528","65","POPLATEK MESICNE","25/3/1993"
"2530","74","POPLATEK MESICNE","2/7/1996"
"2531","51","POPLATEK MESICNE","21/12/1996"
"2532","38","POPLATEK MESICNE","24/12/1996"
"2533","49","POPLATEK MESICNE","27/6/1995"
"2534","61","POPLATEK MESICNE","3/6/1993"
"2535","61","POPLATEK MESICNE","21/1/1997"
"2536","41","POPLATEK MESICNE","28/10/1994"
"2537","27","POPLATEK MESICNE","9/2/1997"
"2538","42","POPLATEK MESICNE","30/1/1994"
"2539","24","POPLATEK MESICNE","24/4/1997"
"2540","54","POPLATEK MESICNE","1/4/1995"
"2541","57","POPLATEK MESICNE","8/11/1994"
"2542","21","POPLATEK MESICNE","7/8/1993"
"2543","68","POPLATEK MESICNE","13/2/1993"
"2544","38","POPLATEK MESICNE","4/12/1996"
"2545","1","POPLATEK MESICNE","4/12/1996"
"2546","1","POPLATEK MESICNE","8/12/1994"
"2547","74","POPLATEK MESICNE","28/4/1995"
"2548","57","POPLATEK MESICNE","6/1/1996"
"2549","74","POPLATEK MESICNE","12/11/1993"
"2550","67","POPLATEK MESICNE","11/11/1995"
"2551","5","POPLATEK MESICNE","8/2/1996"
"2552","52","POPLATEK MESICNE","1/7/1993"
"2553","41","POPLATEK MESICNE","24/7/1995"
"2554","36","POPLATEK MESICNE","18/6/1993"
"2555","53","POPLATEK MESICNE","10/3/1993"
"2556","46","POPLATEK MESICNE","19/10/1997"
"2557","40","POPLATEK MESICNE","17/11/1993"
"2558","46","POPLATEK MESICNE","4/8/1997"
"2559","32","POPLATEK MESICNE","1/6/1995"
"2560","15","POPLATEK MESICNE","20/6/1997"
"2561","59","POPLATEK MESICNE","29/9/1996"
"2562","35","POPLATEK MESICNE","15/8/1995"
"2563","48","POPLATEK MESICNE","17/1/1995"
"2564","36","POPLATEK MESICNE","3/6/1997"
"2565","74","POPLATEK MESICNE","4/10/1995"
"2566","48","POPLATEK MESICNE","27/1/1993"
"2567","17","POPLATEK MESICNE","7/1/1996"
"2568","17","POPLATEK MESICNE","2/3/1994"
"2569","2","POPLATEK MESICNE","10/6/1994"
"2570","1","POPLATEK MESICNE","19/12/1995"
"2571","61","POPLATEK MESICNE","15/1/1997"
"2572","64","POPLATEK PO OBRATU","13/11/1994"
"2573","4","POPLATEK MESICNE","16/7/1996"
"2574","68","POPLATEK MESICNE","2/2/1993"
"2575","72","POPLATEK MESICNE","13/4/1997"
"2576","1","POPLATEK MESICNE","2/9/1993"
"2577","7","POPLATEK MESICNE","30/7/1995"
"2578","54","POPLATEK MESICNE","25/3/1996"
"2579","24","POPLATEK MESICNE","18/10/1997"
"2580","60","POPLATEK MESICNE","9/11/1995"
"2581","72","POPLATEK MESICNE","11/3/1993"
"2582","28","POPLATEK MESICNE","1/11/1993"
"2583","62","POPLATEK MESICNE","11/5/1993"
"2584","50","POPLATEK MESICNE","8/7/1993"
"2585","75","POPLATEK MESICNE","10/2/1993"
"2586","57","POPLATEK MESICNE","16/4/1997"
"2587","1","POPLATEK MESICNE","25/7/1997"
"2588","5","POPLATEK MESICNE","4/12/1993"
"2589","10","POPLATEK MESICNE","4/12/1996"
"2590","47","POPLATEK MESICNE","4/12/1996"
"2591","1","POPLATEK MESICNE","6/5/1996"
"2592","69","POPLATEK MESICNE","1/9/1993"
"2593","5","POPLATEK MESICNE","6/7/1996"
"2594","19","POPLATEK PO OBRATU","3/5/1997"
"2595","1","POPLATEK MESICNE","17/8/1997"
"2596","1","POPLATEK MESICNE","2/9/1994"
"2597","31","POPLATEK MESICNE","16/3/1997"
"2598","1","POPLATEK MESICNE","14/3/1996"
"2599","48","POPLATEK MESICNE","20/4/1993"
"2600","1","POPLATEK MESICNE","13/2/1996"
"2601","70","POPLATEK MESICNE","24/11/1996"
"2602","46","POPLATEK MESICNE","17/6/1996"
"2603","9","POPLATEK MESICNE","14/6/1996"
"2604","68","POPLATEK MESICNE","4/7/1996"
"2605","21","POPLATEK MESICNE","10/1/1996"
"2606","1","POPLATEK MESICNE","27/7/1994"
"2607","1","POPLATEK MESICNE","19/8/1997"
"2608","19","POPLATEK MESICNE","9/8/1995"
"2609","73","POPLATEK MESICNE","3/5/1993"
"2610","54","POPLATEK MESICNE","20/12/1996"
"2611","1","POPLATEK MESICNE","6/3/1996"
"2612","1","POPLATEK MESICNE","29/4/1997"
"2613","26","POPLATEK MESICNE","3/10/1993"
"2614","44","POPLATEK MESICNE","11/9/1996"
"2615","68","POPLATEK MESICNE","17/7/1994"
"2616","1","POPLATEK MESICNE","17/8/1993"
"2617","1","POPLATEK MESICNE","24/9/1993"
"2618","60","POPLATEK MESICNE","21/3/1993"
"2619","20","POPLATEK MESICNE","13/5/1996"
"2620","22","POPLATEK MESICNE","3/8/1993"
"2621","55","POPLATEK MESICNE","29/10/1995"
"2622","1","POPLATEK MESICNE","21/8/1996"
"2623","58","POPLATEK MESICNE","9/10/1993"
"2624","31","POPLATEK MESICNE","28/3/1996"
"2625","48","POPLATEK TYDNE","9/7/1996"
"2627","76","POPLATEK MESICNE","2/10/1994"
"2628","64","POPLATEK PO OBRATU","6/2/1994"
"2629","66","POPLATEK MESICNE","10/9/1996"
"2630","64","POPLATEK MESICNE","21/12/1995"
"2631","1","POPLATEK MESICNE","29/3/1996"
"2632","24","POPLATEK MESICNE","2/1/1993"
"2633","25","POPLATEK MESICNE","14/3/1996"
"2634","45","POPLATEK MESICNE","8/10/1997"
"2635","27","POPLATEK MESICNE","4/2/1996"
"2636","18","POPLATEK MESICNE","26/11/1996"
"2637","70","POPLATEK MESICNE","1/1/1997"
"2638","5","POPLATEK MESICNE","2/6/1994"
"2639","17","POPLATEK MESICNE","26/4/1993"
"2640","1","POPLATEK MESICNE","21/9/1996"
"2641","7","POPLATEK MESICNE","2/5/1993"
"2642","68","POPLATEK MESICNE","5/6/1995"
"2644","1","POPLATEK MESICNE","8/8/1997"
"2645","54","POPLATEK MESICNE","22/5/1993"
"2646","6","POPLATEK MESICNE","24/7/1997"
"2647","73","POPLATEK MESICNE","8/2/1993"
"2648","51","POPLATEK MESICNE","13/4/1993"
"2649","2","POPLATEK MESICNE","8/9/1993"
"2650","72","POPLATEK MESICNE","26/3/1996"
"2651","2","POPLATEK MESICNE","21/3/1993"
"2652","1","POPLATEK MESICNE","22/7/1996"
"2653","66","POPLATEK MESICNE","8/1/1997"
"2654","56","POPLATEK MESICNE","21/7/1994"
"2655","1","POPLATEK MESICNE","7/9/1996"
"2656","1","POPLATEK MESICNE","18/2/1997"
"2657","55","POPLATEK MESICNE","7/10/1996"
"2658","27","POPLATEK MESICNE","14/11/1997"
"2659","14","POPLATEK MESICNE","30/3/1996"
"2660","1","POPLATEK TYDNE","17/10/1993"
"2661","1","POPLATEK MESICNE","25/2/1997"
"2662","71","POPLATEK MESICNE","24/5/1994"
"2663","64","POPLATEK MESICNE","25/1/1995"
"2664","58","POPLATEK MESICNE","20/1/1994"
"2665","61","POPLATEK MESICNE","13/11/1993"
"2666","49","POPLATEK MESICNE","8/3/1993"
"2667","23","POPLATEK MESICNE","23/10/1993"
"2668","21","POPLATEK MESICNE","20/5/1997"
"2670","13","POPLATEK MESICNE","27/1/1993"
"2671","1","POPLATEK MESICNE","15/9/1993"
"2672","59","POPLATEK MESICNE","14/3/1997"
"2673","34","POPLATEK MESICNE","4/1/1994"
"2674","50","POPLATEK MESICNE","10/10/1995"
"2675","1","POPLATEK MESICNE","19/2/1994"
"2676","73","POPLATEK MESICNE","22/1/1993"
"2677","5","POPLATEK MESICNE","28/8/1996"
"2678","1","POPLATEK MESICNE","15/7/1997"
"2679","67","POPLATEK MESICNE","24/7/1997"
"2680","46","POPLATEK MESICNE","3/3/1995"
"2681","28","POPLATEK MESICNE","19/1/1995"
"2684","7","POPLATEK MESICNE","10/9/1997"
"2685","67","POPLATEK MESICNE","1/11/1996"
"2686","26","POPLATEK MESICNE","11/1/1996"
"2687","76","POPLATEK MESICNE","1/7/1993"
"2688","72","POPLATEK MESICNE","20/2/1995"
"2689","70","POPLATEK MESICNE","1/1/1997"
"2690","66","POPLATEK MESICNE","19/3/1997"
"2691","69","POPLATEK MESICNE","8/9/1993"
"2692","28","POPLATEK MESICNE","8/12/1995"
"2693","17","POPLATEK MESICNE","17/11/1997"
"2694","7","POPLATEK MESICNE","8/3/1993"
"2695","16","POPLATEK MESICNE","16/9/1993"
"2696","1","POPLATEK MESICNE","19/1/1997"
"2697","8","POPLATEK MESICNE","26/6/1993"
"2698","49","POPLATEK MESICNE","21/5/1997"
"2699","73","POPLATEK MESICNE","25/12/1996"
"2700","74","POPLATEK MESICNE","8/11/1993"
"2701","71","POPLATEK MESICNE","27/7/1993"
"2702","74","POPLATEK MESICNE","1/2/1996"
"2703","61","POPLATEK MESICNE","28/10/1997"
"2705","63","POPLATEK PO OBRATU","5/7/1993"
"2706","47","POPLATEK MESICNE","23/6/1996"
"2707","61","POPLATEK MESICNE","27/11/1994"
"2708","1","POPLATEK MESICNE","25/3/1996"
"2709","2","POPLATEK MESICNE","18/10/1996"
"2710","12","POPLATEK MESICNE","12/6/1996"
"2711","58","POPLATEK MESICNE","19/5/1993"
"2712","9","POPLATEK MESICNE","12/3/1993"
"2713","26","POPLATEK MESICNE","3/4/1994"
"2714","1","POPLATEK MESICNE","30/1/1993"
"2715","42","POPLATEK MESICNE","6/10/1997"
"2716","66","POPLATEK MESICNE","8/1/1996"
"2717","74","POPLATEK MESICNE","25/7/1996"
"2718","29","POPLATEK MESICNE","5/2/1995"
"2719","10","POPLATEK MESICNE","8/2/1996"
"2720","2","POPLATEK TYDNE","16/6/1997"
"2721","74","POPLATEK MESICNE","14/11/1997"
"2722","69","POPLATEK MESICNE","24/7/1997"
"2723","75","POPLATEK MESICNE","12/3/1995"
"2724","11","POPLATEK MESICNE","9/8/1996"
"2725","52","POPLATEK MESICNE","2/4/1997"
"2726","18","POPLATEK MESICNE","20/4/1995"
"2727","1","POPLATEK MESICNE","25/10/1995"
"2728","52","POPLATEK TYDNE","6/7/1997"
"2729","40","POPLATEK MESICNE","16/1/1995"
"2730","23","POPLATEK MESICNE","2/5/1996"
"2731","1","POPLATEK MESICNE","26/9/1995"
"2732","5","POPLATEK MESICNE","27/7/1993"
"2733","76","POPLATEK MESICNE","22/12/1993"
"2734","53","POPLATEK MESICNE","16/12/1996"
"2736","72","POPLATEK MESICNE","2/7/1993"
"2737","69","POPLATEK MESICNE","6/7/1996"
"2738","41","POPLATEK MESICNE","12/11/1993"
"2739","59","POPLATEK MESICNE","29/11/1993"
"2740","14","POPLATEK MESICNE","8/5/1994"
"2741","15","POPLATEK MESICNE","7/6/1993"
"2742","23","POPLATEK MESICNE","15/10/1994"
"2743","51","POPLATEK MESICNE","22/5/1997"
"2744","70","POPLATEK TYDNE","19/4/1997"
"2745","60","POPLATEK MESICNE","28/9/1997"
"2746","24","POPLATEK MESICNE","23/8/1996"
"2747","1","POPLATEK MESICNE","14/8/1994"
"2749","1","POPLATEK MESICNE","23/5/1994"
"2750","13","POPLATEK MESICNE","13/4/1995"
"2751","31","POPLATEK MESICNE","28/4/1995"
"2752","74","POPLATEK MESICNE","15/5/1996"
"2753","26","POPLATEK MESICNE","13/2/1996"
"2754","57","POPLATEK TYDNE","26/1/1996"
"2755","20","POPLATEK MESICNE","26/1/1995"
"2756","24","POPLATEK MESICNE","21/10/1997"
"2757","54","POPLATEK MESICNE","14/5/1996"
"2758","70","POPLATEK MESICNE","19/5/1993"
"2759","46","POPLATEK MESICNE","23/10/1996"
"2760","10","POPLATEK MESICNE","14/3/1997"
"2761","1","POPLATEK MESICNE","26/12/1996"
"2762","19","POPLATEK MESICNE","20/3/1993"
"2763","64","POPLATEK MESICNE","11/2/1993"
"2764","53","POPLATEK MESICNE","15/8/1996"
"2765","69","POPLATEK MESICNE","20/9/1997"
"2766","31","POPLATEK MESICNE","20/2/1997"
"2767","54","POPLATEK MESICNE","23/3/1996"
"2768","73","POPLATEK MESICNE","20/12/1993"
"2770","42","POPLATEK MESICNE","25/12/1993"
"2771","37","POPLATEK MESICNE","18/8/1993"
"2772","11","POPLATEK MESICNE","24/2/1996"
"2773","38","POPLATEK MESICNE","23/6/1996"
"2774","42","POPLATEK MESICNE","5/2/1996"
"2775","30","POPLATEK MESICNE","8/12/1997"
"2776","23","POPLATEK MESICNE","10/8/1997"
"2777","62","POPLATEK MESICNE","25/12/1996"
"2778","38","POPLATEK MESICNE","30/12/1993"
"2779","73","POPLATEK MESICNE","15/6/1993"
"2780","63","POPLATEK MESICNE","29/12/1995"
"2781","16","POPLATEK MESICNE","20/6/1995"
"2782","1","POPLATEK MESICNE","27/2/1997"
"2783","43","POPLATEK MESICNE","23/11/1995"
"2784","40","POPLATEK MESICNE","30/10/1997"
"2787","1","POPLATEK MESICNE","7/12/1997"
"2788","54","POPLATEK MESICNE","12/10/1994"
"2789","14","POPLATEK MESICNE","1/1/1994"
"2790","1","POPLATEK MESICNE","18/10/1994"
"2791","25","POPLATEK MESICNE","19/12/1997"
"2792","1","POPLATEK MESICNE","26/8/1996"
"2793","47","POPLATEK MESICNE","9/10/1993"
"2794","74","POPLATEK MESICNE","8/8/1996"
"2795","11","POPLATEK MESICNE","20/8/1996"
"2796","5","POPLATEK TYDNE","8/12/1997"
"2797","74","POPLATEK MESICNE","26/2/1997"
"2798","70","POPLATEK MESICNE","24/8/1994"
"2799","54","POPLATEK TYDNE","3/4/1994"
"2800","41","POPLATEK MESICNE","8/5/1997"
"2801","11","POPLATEK MESICNE","23/9/1996"
"2802","1","POPLATEK MESICNE","16/9/1993"
"2803","58","POPLATEK MESICNE","1/12/1995"
"2804","53","POPLATEK MESICNE","22/2/1996"
"2805","39","POPLATEK MESICNE","20/5/1996"
"2806","53","POPLATEK MESICNE","26/6/1997"
"2807","42","POPLATEK MESICNE","4/10/1996"
"2808","1","POPLATEK MESICNE","18/12/1994"
"2809","73","POPLATEK MESICNE","8/12/1994"
"2810","66","POPLATEK MESICNE","16/3/1995"
"2811","4","POPLATEK MESICNE","2/1/1996"
"2812","18","POPLATEK MESICNE","5/7/1996"
"2813","24","POPLATEK MESICNE","15/12/1993"
"2814","72","POPLATEK MESICNE","25/4/1993"
"2816","74","POPLATEK MESICNE","4/5/1997"
"2817","56","POPLATEK MESICNE","7/4/1993"
"2818","40","POPLATEK MESICNE","21/7/1993"
"2819","35","POPLATEK MESICNE","16/7/1994"
"2820","36","POPLATEK MESICNE","11/12/1997"
"2821","54","POPLATEK MESICNE","12/7/1996"
"2823","57","POPLATEK MESICNE","18/4/1993"
"2824","11","POPLATEK MESICNE","20/10/1993"
"2825","54","POPLATEK MESICNE","10/7/1996"
"2826","35","POPLATEK MESICNE","20/11/1996"
"2827","70","POPLATEK MESICNE","18/12/1996"
"2829","66","POPLATEK MESICNE","18/8/1997"
"2830","20","POPLATEK MESICNE","4/8/1995"
"2831","1","POPLATEK MESICNE","10/11/1997"
"2832","12","POPLATEK MESICNE","22/11/1997"
"2833","64","POPLATEK MESICNE","30/8/1995"
"2834","70","POPLATEK MESICNE","14/10/1995"
"2835","73","POPLATEK MESICNE","3/10/1995"
"2836","42","POPLATEK MESICNE","18/11/1995"
"2837","46","POPLATEK MESICNE","2/6/1996"
"2838","3","POPLATEK TYDNE","13/4/1993"
"2839","70","POPLATEK MESICNE","4/4/1995"
"2840","15","POPLATEK MESICNE","9/10/1994"
"2841","71","POPLATEK MESICNE","27/7/1993"
"2842","14","POPLATEK MESICNE","29/12/1993"
"2843","30","POPLATEK MESICNE","29/3/1997"
"2844","43","POPLATEK MESICNE","19/1/1996"
"2845","62","POPLATEK MESICNE","21/8/1997"
"2846","1","POPLATEK MESICNE","27/9/1997"
"2847","75","POPLATEK MESICNE","8/5/1994"
"2849","1","POPLATEK MESICNE","16/9/1993"
"2850","57","POPLATEK MESICNE","22/11/1997"
"2851","17","POPLATEK MESICNE","2/12/1995"
"2852","70","POPLATEK MESICNE","29/12/1996"
"2853","54","POPLATEK MESICNE","8/9/1995"
"2854","1","POPLATEK MESICNE","18/1/1997"
"2855","27","POPLATEK MESICNE","21/8/1995"
"2856","25","POPLATEK MESICNE","18/3/1995"
"2857","19","POPLATEK MESICNE","28/4/1997"
"2858","56","POPLATEK MESICNE","22/8/1995"
"2859","11","POPLATEK MESICNE","23/10/1993"
"2860","54","POPLATEK TYDNE","30/5/1997"
"2861","38","POPLATEK MESICNE","10/2/1993"
"2862","33","POPLATEK MESICNE","7/6/1993"
"2863","14","POPLATEK MESICNE","21/1/1996"
"2864","54","POPLATEK MESICNE","16/3/1996"
"2865","1","POPLATEK MESICNE","3/3/1995"
"2866","43","POPLATEK MESICNE","13/9/1995"
"2867","30","POPLATEK MESICNE","4/11/1993"
"2868","1","POPLATEK MESICNE","15/6/1994"
"2869","68","POPLATEK MESICNE","27/9/1996"
"2870","1","POPLATEK MESICNE","18/6/1996"
"2871","52","POPLATEK MESICNE","30/10/1995"
"2872","1","POPLATEK MESICNE","4/9/1996"
"2873","70","POPLATEK MESICNE","13/12/1996"
"2874","32","POPLATEK MESICNE","2/4/1997"
"2875","19","POPLATEK MESICNE","24/12/1996"
"2876","52","POPLATEK MESICNE","22/4/1993"
"2877","37","POPLATEK MESICNE","4/6/1995"
"2878","1","POPLATEK MESICNE","14/6/1997"
"2879","15","POPLATEK MESICNE","14/10/1997"
"2880","71","POPLATEK MESICNE","16/6/1993"
"2881","70","POPLATEK MESICNE","4/1/1993"
"2882","44","POPLATEK MESICNE","20/7/1996"
"2883","77","POPLATEK MESICNE","29/6/1997"
"2884","1","POPLATEK MESICNE","8/2/1993"
"2885","1","POPLATEK MESICNE","4/9/1996"
"2886","1","POPLATEK MESICNE","8/4/1994"
"2887","76","POPLATEK MESICNE","13/7/1996"
"2888","19","POPLATEK MESICNE","23/5/1996"
"2889","8","POPLATEK MESICNE","23/3/1996"
"2890","69","POPLATEK MESICNE","7/2/1996"
"2891","42","POPLATEK MESICNE","28/5/1997"
"2892","64","POPLATEK MESICNE","16/12/1997"
"2893","39","POPLATEK MESICNE","8/2/1996"
"2894","17","POPLATEK MESICNE","28/8/1993"
"2895","19","POPLATEK MESICNE","9/3/1993"
"2896","29","POPLATEK MESICNE","30/3/1993"
"2897","51","POPLATEK MESICNE","11/10/1997"
"2898","54","POPLATEK MESICNE","23/11/1996"
"2899","40","POPLATEK MESICNE","3/4/1997"
"2900","20","POPLATEK MESICNE","14/5/1997"
"2901","1","POPLATEK MESICNE","9/4/1997"
"2902","32","POPLATEK MESICNE","28/1/1993"
"2903","38","POPLATEK MESICNE","19/5/1994"
"2904","13","POPLATEK MESICNE","20/3/1996"
"2905","74","POPLATEK MESICNE","3/10/1994"
"2906","49","POPLATEK MESICNE","20/9/1996"
"2907","70","POPLATEK MESICNE","9/9/1993"
"2908","61","POPLATEK MESICNE","16/3/1997"
"2909","58","POPLATEK MESICNE","4/4/1996"
"2910","68","POPLATEK MESICNE","21/10/1997"
"2911","33","POPLATEK MESICNE","25/2/1995"
"2912","74","POPLATEK MESICNE","30/7/1994"
"2913","8","POPLATEK MESICNE","28/12/1993"
"2914","4","POPLATEK MESICNE","8/9/1996"
"2915","57","POPLATEK MESICNE","23/7/1993"
"2916","6","POPLATEK MESICNE","3/12/1996"
"2917","68","POPLATEK MESICNE","8/8/1996"
"2918","15","POPLATEK PO OBRATU","5/12/1997"
"2919","77","POPLATEK MESICNE","10/5/1995"
"2920","73","POPLATEK MESICNE","13/11/1997"
"2921","54","POPLATEK MESICNE","21/9/1996"
"2922","16","POPLATEK MESICNE","6/6/1994"
"2923","43","POPLATEK MESICNE","10/1/1995"
"2924","56","POPLATEK MESICNE","16/10/1994"
"2925","1","POPLATEK MESICNE","10/1/1993"
"2926","50","POPLATEK MESICNE","14/1/1993"
"2927","37","POPLATEK MESICNE","4/8/1997"
"2928","55","POPLATEK MESICNE","14/12/1993"
"2929","51","POPLATEK MESICNE","6/4/1996"
"2930","1","POPLATEK MESICNE","24/8/1996"
"2931","36","POPLATEK MESICNE","4/5/1995"
"2932","72","POPLATEK MESICNE","4/5/1993"
"2933","10","POPLATEK MESICNE","18/6/1993"
"2934","1","POPLATEK MESICNE","8/10/1996"
"2935","68","POPLATEK MESICNE","15/5/1995"
"2936","3","POPLATEK MESICNE","27/3/1996"
"2937","1","POPLATEK MESICNE","25/2/1997"
"2938","1","POPLATEK MESICNE","4/8/1993"
"2939","5","POPLATEK MESICNE","28/6/1997"
"2940","54","POPLATEK MESICNE","24/6/1993"
"2942","44","POPLATEK MESICNE","24/9/1997"
"2944","22","POPLATEK MESICNE","11/1/1996"
"2945","6","POPLATEK MESICNE","11/7/1996"
"2946","54","POPLATEK MESICNE","7/5/1996"
"2947","57","POPLATEK MESICNE","9/8/1996"
"2949","1","POPLATEK MESICNE","21/10/1994"
"2950","62","POPLATEK MESICNE","28/6/1996"
"2951","44","POPLATEK MESICNE","6/9/1993"
"2952","65","POPLATEK MESICNE","28/4/1997"
"2953","1","POPLATEK MESICNE","2/9/1996"
"2954","1","POPLATEK MESICNE","8/4/1997"
"2955","67","POPLATEK MESICNE","27/9/1996"
"2956","15","POPLATEK MESICNE","10/6/1997"
"2957","25","POPLATEK MESICNE","28/7/1995"
"2958","48","POPLATEK MESICNE","19/9/1993"
"2959","8","POPLATEK MESICNE","25/2/1994"
"2960","19","POPLATEK MESICNE","20/9/1994"
"2961","9","POPLATEK MESICNE","12/7/1996"
"2962","1","POPLATEK MESICNE","30/5/1993"
"2963","31","POPLATEK MESICNE","9/12/1996"
"2964","72","POPLATEK MESICNE","9/1/1997"
"2965","6","POPLATEK MESICNE","10/10/1995"
"2966","33","POPLATEK MESICNE","27/3/1997"
"2967","38","POPLATEK MESICNE","13/11/1996"
"2968","15","POPLATEK MESICNE","5/2/1995"
"2969","29","POPLATEK MESICNE","26/5/1995"
